source,trial,sep
mc,65,4.12801
mc,65,0.0442397
mc,65,0.561761
mc,65,2.14819
mc,65,2.60005
mc,65,3.93124
mc,65,1.29597
mc,65,6.30297
mc,66,0.719549
mc,66,2.62439
mc,66,0.602915
mc,66,3.146
mc,66,0.157479
mc,66,2.46553
mc,66,1.4426
mc,66,2.71122
mc,66,0.247783
mc,66,8.74966
mc,66,0.0254936
mc,66,2.44691
mc,66,1.40777
mc,66,0.0804228
mc,66,1.43921
mc,66,0.0155632
mc,66,5.96578
mc,66,1.21053
mc,66,0.447538
mc,66,4.09366
mc,67,1.0965
mc,67,8.91918
mc,67,0.837772
mc,67,0.286684
mc,67,0.625772
mc,67,1.09724
mc,67,4.14322
mc,67,1.53694
mc,67,6.44003
mc,67,0.220835
mc,67,0.114722
mc,67,1.9385
mc,67,1.84433
mc,67,0.00936555
mc,67,1.52028
mc,67,0.351298
mc,67,1.73905
mc,67,7.27828
mc,68,1.49657
mc,68,0.0310275
mc,68,0.913174
mc,68,4.05046
mc,68,3.74911
mc,68,0.173197
mc,68,2.14309
mc,68,0.625761
mc,68,2.01497
mc,68,0.416202
mc,68,3.61507
mc,68,0.234895
mc,68,0.0998828
mc,68,2.74908
mc,68,5.09842
mc,68,0.0639557
mc,68,0.755519
mc,68,0.244981
mc,68,0.187787
mc,68,11.3369
mc,69,0.718469
mc,69,7.64217
mc,69,3.75871
mc,69,0.113643
mc,69,4.26308
mc,69,0.371597
mc,69,0.197753
mc,69,22.9346
mc,70,0.317137
mc,70,7.10163
mc,70,0.0310835
mc,70,0.319477
mc,70,0.0238757
mc,70,7.56991
mc,70,3.04069
mc,70,0.199343
mc,70,3.21825
mc,70,0.132881
mc,70,0.298916
mc,70,1.42254
mc,70,2.39641
mc,70,0.29181
mc,70,1.80905
mc,70,0.292004
mc,70,5.15074
mc,70,1.30328
mc,70,1.86176
mc,70,3.21922
mc,71,4.229
mc,71,0.788637
mc,71,5.30293
mc,71,4.99749
mc,71,2.64228
mc,71,0.208623
mc,71,6.62669
mc,71,2.47063
mc,71,0.00968134
mc,71,3.89655
mc,71,2.68647
mc,71,0.0233492
mc,71,2.55564
mc,71,3.56202
mc,72,0.213616
mc,72,0.0937437
mc,72,4.92278
mc,72,0.0145072
mc,72,0.295664
mc,72,0.281102
mc,72,3.74002
mc,72,4.75688
mc,72,0.062986
mc,72,0.00894607
mc,72,2.21759
mc,72,2.33968
mc,72,0.115616
mc,72,4.73833
mc,72,2.88541
mc,72,8.86077
mc,72,3.50219
mc,72,0.27547
mc,72,0.279291
mc,72,0.395401
mc,73,0.0960777
mc,73,0.298487
mc,73,0.0530728
mc,73,0.222407
mc,73,0.0126223
mc,73,0.79771
mc,73,6.8607
