conf,kind,k,tau
2227,1,9,33.4847
2227,-1,0,6.72821
2227,-1,1,8.23405
2227,-1,2,12.3944
2227,-1,3,28.2379
2227,-1,4,29.828
2227,-1,5,34.0978
2227,-1,6,37.326
2227,-1,7,37.6275
2228,1,0,2.75805
2228,1,1,5.67315
2228,1,2,6.40192
2228,1,3,12.7402
2228,1,4,14.6718
2228,1,5,22.8322
2228,1,6,25.688
2228,1,7,29.524
2228,1,8,33.1699
2228,1,9,33.4847
2228,-1,0,6.72821
2228,-1,1,8.23405
2228,-1,2,12.3944
2228,-1,3,28.2379
2228,-1,4,29.828
2228,-1,5,34.0978
2228,-1,6,37.326
2228,-1,7,37.6275
2229,1,0,2.75805
2229,1,1,5.67315
2229,1,2,6.40192
2229,1,3,12.7402
2229,1,4,14.6718
2229,1,5,22.8322
2229,1,6,25.688
2229,1,7,29.524
2229,1,8,33.1699
2229,1,9,33.4847
2229,-1,0,6.72821
2229,-1,1,8.23405
2229,-1,2,12.3944
2229,-1,3,28.2379
2229,-1,4,29.828
2229,-1,5,34.0978
2229,-1,6,37.326
2229,-1,7,37.6275
2230,1,0,2.75805
2230,1,1,5.67315
2230,1,2,6.40192
2230,1,3,12.7402
2230,1,4,14.6718
2230,1,5,22.8322
2230,1,6,25.688
2230,1,7,29.524
2230,1,8,33.1699
2230,1,9,33.4847
2230,-1,0,6.72821
2230,-1,1,8.23405
2230,-1,2,12.3944
2230,-1,3,28.2379
2230,-1,4,29.828
2230,-1,5,34.0978
2230,-1,6,37.326
2230,-1,7,37.6275
2231,1,0,2.75805
2231,1,1,5.67315
2231,1,2,6.40192
2231,1,3,12.7402
2231,1,4,14.6718
2231,1,5,22.8322
2231,1,6,25.688
2231,1,7,29.524
2231,1,8,33.1699
2231,1,9,33.4847
2231,-1,0,6.72821
2231,-1,1,8.23405
2231,-1,2,12.3944
2231,-1,3,28.2379
2231,-1,4,29.828
2231,-1,5,34.0978
2231,-1,6,37.326
2231,-1,7,37.6275
2232,1,0,2.75805
2232,1,1,5.67315
2232,1,2,6.40192
2232,1,3,12.7402
2232,1,4,14.6718
2232,1,5,22.8322
2232,1,6,25.688
2232,1,7,29.524
2232,1,8,33.1699
2232,1,9,33.4847
2232,-1,0,6.72821
2232,-1,1,8.23405
2232,-1,2,12.3944
2232,-1,3,28.2379
2232,-1,4,29.828
2232,-1,5,34.0978
2232,-1,6,37.326
2232,-1,7,37.6275
2233,1,0,2.75805
2233,1,1,5.67315
2233,1,2,6.40192
2233,1,3,12.7402
2233,1,4,14.6718
2233,1,5,22.8322
2233,1,6,25.688
2233,1,7,29.524
2233,1,8,33.1699
2233,1,9,33.4847
2233,-1,0,6.72821
2233,-1,1,8.23405
2233,-1,2,12.3944
2233,-1,3,28.2379
2233,-1,4,29.828
2233,-1,5,34.0978
2233,-1,6,37.326
2233,-1,7,37.6275
2234,1,0,2.75805
2234,1,1,5.67315
2234,1,2,6.40192
2234,1,3,12.7402
2234,1,4,14.6718
2234,1,5,22.8322
2234,1,6,25.688
2234,1,7,29.524
2234,1,8,33.1699
2234,1,9,33.4847
2234,-1,0,6.72821
2234,-1,1,8.23405
2234,-1,2,12.3944
2234,-1,3,28.2379
2234,-1,4,29.828
2234,-1,5,34.0978
2234,-1,6,37.326
2234,-1,7,37.6275
2235,1,0,2.75805
2235,1,1,5.67315
2235,1,2,6.40192
2235,1,3,12.7402
2235,1,4,14.6718
2235,1,5,22.8322
2235,1,6,25.688
2235,1,7,29.524
2235,1,8,33.1699
2235,1,9,33.4847
2235,-1,0,6.72821
2235,-1,1,8.23405
2235,-1,2,12.3944
2235,-1,3,28.2379
2235,-1,4,29.828
2235,-1,5,34.0978
2235,-1,6,37.326
2235,-1,7,37.6275
2236,1,0,2.75805
2236,1,1,5.67315
2236,1,2,6.40192
2236,1,3,12.7402
2236,1,4,14.6718
2236,1,5,22.8322
2236,1,6,25.688
2236,1,7,29.524
2236,1,8,33.1699
2236,1,9,33.4847
2236,-1,0,6.72821
2236,-1,1,8.23405
2236,-1,2,12.3944
2236,-1,3,28.2379
2236,-1,4,29.828
2236,-1,5,34.0978
2236,-1,6,37.326
2236,-1,7,37.6275
2237,1,0,2.75805
2237,1,1,5.67315
2237,1,2,6.40192
2237,1,3,12.7402
2237,1,4,14.6718
2237,1,5,22.8322
2237,1,6,25.688
2237,1,7,29.524
2237,1,8,33.1699
2237,1,9,33.4847
2237,-1,0,6.72821
2237,-1,1,8.23405
2237,-1,2,12.3944
2237,-1,3,28.2379
2237,-1,4,29.828
2237,-1,5,34.0978
2237,-1,6,37.326
2237,-1,7,37.6275
2238,1,0,2.75805
2238,1,1,5.67315
2238,1,2,6.40192
2238,1,3,12.7402
2238,1,4,14.6718
2238,1,5,22.8322
2238,1,6,25.688
2238,1,7,29.524
2238,1,8,33.1699
2238,1,9,33.4847
2238,-1,0,6.72821
2238,-1,1,8.23405
2238,-1,2,12.3944
2238,-1,3,28.2379
2238,-1,4,29.828
2238,-1,5,34.0978
2238,-1,6,37.326
2238,-1,7,37.6275
2239,1,0,2.75805
2239,1,1,5.67315
2239,1,2,6.40192
2239,1,3,12.7402
2239,1,4,14.6718
2239,1,5,22.8322
2239,1,6,25.688
2239,1,7,29.524
2239,1,8,33.1699
2239,1,9,33.4847
2239,-1,0,6.72821
2239,-1,1,8.23405
2239,-1,2,12.3944
2239,-1,3,28.2379
2239,-1,4,29.828
2239,-1,5,34.0978
2239,-1,6,37.326
2239,-1,7,37.6275
2240,1,0,2.75805
2240,1,1,5.67315
2240,1,2,6.40192
2240,1,3,12.7402
2240,1,4,14.6718
2240,1,5,22.8322
2240,1,6,25.688
2240,1,7,29.524
2240,1,8,33.1699
2240,1,9,33.4847
2240,-1,0,6.72821
2240,-1,1,8.23405
2240,-1,2,12.3944
2240,-1,3,28.2379
2240,-1,4,29.828
2240,-1,5,34.0978
2240,-1,6,37.326
2240,-1,7,37.6275
2241,1,0,2.75805
2241,1,1,5.67315
2241,1,2,6.40192
2241,1,3,12.7402
2241,1,4,14.6251
2241,1,5,22.8322
2241,1,6,25.688
2241,1,7,29.524
2241,1,8,33.1699
2241,1,9,33.4847
2241,-1,0,6.72821
2241,-1,1,8.23405
2241,-1,2,12.3944
2241,-1,3,28.2379
2241,-1,4,29.828
2241,-1,5,34.0978
2241,-1,6,37.326
2241,-1,7,37.6275
2242,1,0,2.75805
2242,1,1,5.67315
2242,1,2,6.40192
2242,1,3,12.7402
2242,1,4,14.6251
2242,1,5,22.8322
2242,1,6,25.688
2242,1,7,29.524
2242,1,8,33.1699
2242,1,9,33.4847
2242,-1,0,6.72821
2242,-1,1,8.23405
2242,-1,2,12.3944
2242,-1,3,28.2379
2242,-1,4,29.828
2242,-1,5,34.0978
2242,-1,6,37.326
2242,-1,7,37.6275
2243,1,0,2.75805
2243,1,1,5.67315
2243,1,2,6.40192
2243,1,3,12.7402
2243,1,4,14.6251
2243,1,5,22.8322
2243,1,6,25.688
2243,1,7,29.5096
2243,1,8,33.1699
2243,1,9,33.4847
2243,-1,0,6.72821
2243,-1,1,8.23405
2243,-1,2,12.3944
2243,-1,3,28.2379
2243,-1,4,29.828
2243,-1,5,34.0978
2243,-1,6,37.326
2243,-1,7,37.6275
2244,1,0,2.75805
2244,1,1,5.67315
2244,1,2,6.40192
2244,1,3,12.7402
2244,1,4,14.6251
2244,1,5,22.8322
2244,1,6,25.688
2244,1,7,29.5096
2244,1,8,33.1699
2244,1,9,33.4847
2244,-1,0,6.72821
2244,-1,1,8.23405
2244,-1,2,12.3944
2244,-1,3,28.2379
2244,-1,4,29.828
2244,-1,5,34.0978
2244,-1,6,37.326
2244,-1,7,37.6275
2245,1,0,2.75805
2245,1,1,5.67315
2245,1,2,6.40192
2245,1,3,12.7402
2245,1,4,14.6251
2245,1,5,22.8322
2245,1,6,25.688
2245,1,7,29.5096
2245,1,8,33.1699
2245,1,9,33.4847
2245,-1,0,6.72821
2245,-1,1,8.23405
2245,-1,2,12.3944
2245,-1,3,28.2379
2245,-1,4,29.828
2245,-1,5,34.0978
2245,-1,6,37.326
2245,-1,7,37.6275
2246,1,0,2.75805
2246,1,1,5.67315
2246,1,2,6.40192
2246,1,3,12.7402
2246,1,4,14.6251
2246,1,5,22.8322
2246,1,6,25.688
2246,1,7,29.5096
2246,1,8,33.1699
2246,1,9,33.4847
2246,-1,0,6.72821
2246,-1,1,8.23405
2246,-1,2,12.3944
2246,-1,3,28.2379
2246,-1,4,29.828
2246,-1,5,34.0978
2246,-1,6,37.326
2246,-1,7,37.6275
2247,1,0,2.75805
2247,1,1,5.67315
2247,1,2,6.40192
2247,1,3,12.7402
2247,1,4,14.6251
2247,1,5,22.8322
2247,1,6,25.688
2247,1,7,29.5096
2247,1,8,33.1699
2247,1,9,33.4847
2247,-1,0,6.72821
2247,-1,1,8.23405
2247,-1,2,12.3944
2247,-1,3,28.2379
2247,-1,4,29.828
2247,-1,5,34.0978
2247,-1,6,37.326
2247,-1,7,37.6275
2248,1,0,2.75805
2248,1,1,5.67315
2248,1,2,6.40192
2248,1,3,12.7402
2248,1,4,14.6251
2248,1,5,22.8322
2248,1,6,25.688
2248,1,7,29.5096
2248,1,8,33.1699
2248,1,9,33.4847
2248,-1,0,6.72821
2248,-1,1,8.23405
2248,-1,2,12.3944
2248,-1,3,28.2379
2248,-1,4,29.828
2248,-1,5,34.0978
2248,-1,6,37.326
2248,-1,7,37.6275
2249,1,0,2.75805
2249,1,1,5.67315
2249,1,2,6.40192
2249,1,3,12.7402
2249,1,4,14.6251
2249,1,5,22.8322
2249,1,6,25.688
2249,1,7,29.5096
2249,1,8,33.1699
2249,1,9,33.4847
2249,-1,0,6.72821
2249,-1,1,8.23405
2249,-1,2,12.3944
2249,-1,3,28.2379
2249,-1,4,29.828
2249,-1,5,34.0978
2249,-1,6,37.326
2249,-1,7,37.6275
2250,1,0,2.75805
2250,1,1,5.67315
2250,1,2,6.40192
2250,1,3,12.7402
2250,1,4,14.6251
2250,1,5,22.8322
2250,1,6,25.688
2250,1,7,29.5096
2250,1,8,33.1699
2250,1,9,33.4847
2250,-1,0,6.72821
2250,-1,1,8.23405
2250,-1,2,12.3944
2250,-1,3,28.2379
2250,-1,4,29.828
2250,-1,5,34.0978
2250,-1,6,37.326
2250,-1,7,37.6275
2251,1,0,2.75805
2251,1,1,5.67315
2251,1,2,6.40192
2251,1,3,12.7402
2251,1,4,14.6251
2251,1,5,22.8322
2251,1,6,25.6131
2251,1,7,29.5096
2251,1,8,33.1699
2251,1,9,33.4847
2251,-1,0,6.72821
2251,-1,1,8.23405
2251,-1,2,12.3944
2251,-1,3,28.2379
2251,-1,4,29.828
2251,-1,5,34.0978
2251,-1,6,37.326
2251,-1,7,37.6275
2252,1,0,2.75805
2252,1,1,5.67315
2252,1,2,6.40192
2252,1,3,12.7402
2252,1,4,14.6251
2252,1,5,22.8322
2252,1,6,25.6131
2252,1,7,29.507
2252,1,8,33.1699
2252,1,9,33.4847
2252,-1,0,6.72821
2252,-1,1,8.23405
2252,-1,2,12.3944
2252,-1,3,28.2379
2252,-1,4,29.828
2252,-1,5,34.0978
2252,-1,6,37.326
2252,-1,7,37.6275
2253,1,0,2.75805
2253,1,1,5.67315
2253,1,2,6.40192
2253,1,3,12.7402
2253,1,4,14.6251
2253,1,5,22.8322
2253,1,6,25.6131
2253,1,7,29.507
2253,1,8,33.1699
2253,1,9,33.4847
2253,-1,0,6.72821
2253,-1,1,8.23405
2253,-1,2,12.3944
2253,-1,3,28.2379
2253,-1,4,29.828
2253,-1,5,34.0978
2253,-1,6,37.326
2253,-1,7,37.6275
2254,1,0,2.75805
2254,1,1,5.67315
2254,1,2,6.40192
2254,1,3,12.7402
2254,1,4,14.6251
2254,1,5,22.8322
2254,1,6,25.6131
2254,1,7,29.507
2254,1,8,33.1699
2254,1,9,33.4847
2254,-1,0,6.72821
2254,-1,1,8.23405
2254,-1,2,12.3944
2254,-1,3,28.2379
2254,-1,4,29.828
2254,-1,5,34.0978
2254,-1,6,37.326
2254,-1,7,37.6275
2255,1,0,2.75805
2255,1,1,5.67315
2255,1,2,6.40192
2255,1,3,12.7402
2255,1,4,14.6064
2255,1,5,22.8322
2255,1,6,25.6131
2255,1,7,29.507
2255,1,8,33.1699
2255,1,9,33.4847
2255,-1,0,6.72821
2255,-1,1,8.23405
2255,-1,2,12.3944
2255,-1,3,28.2379
2255,-1,4,29.828
2255,-1,5,34.0978
2255,-1,6,37.326
2255,-1,7,37.6275
2256,1,0,2.75805
2256,1,1,5.67315
2256,1,2,6.40192
2256,1,3,12.7402
2256,1,4,14.6064
2256,1,5,22.8322
2256,1,6,25.6131
2256,1,7,29.507
2256,1,8,33.1699
2256,1,9,33.4847
2256,-1,0,6.72821
2256,-1,1,8.23405
2256,-1,2,12.3944
2256,-1,3,28.2379
2256,-1,4,29.828
2256,-1,5,34.0978
2256,-1,6,37.326
2256,-1,7,37.6275
2257,1,0,2.75805
2257,1,1,5.67315
2257,1,2,6.40192
2257,1,3,12.7402
2257,1,4,14.6064
2257,1,5,22.8322
2257,1,6,25.6131
2257,1,7,29.507
2257,1,8,33.1699
2257,1,9,33.4847
2257,-1,0,6.72821
2257,-1,1,8.23405
2257,-1,2,12.3944
2257,-1,3,28.2379
2257,-1,4,29.828
2257,-1,5,34.0978
2257,-1,6,37.326
2257,-1,7,37.6275
2258,1,0,2.75805
2258,1,1,5.67315
2258,1,2,6.40192
2258,1,3,12.7402
2258,1,4,14.6064
2258,1,5,22.8322
2258,1,6,25.6131
2258,1,7,29.507
2258,1,8,33.1699
2258,1,9,33.4847
2258,-1,0,6.72821
2258,-1,1,8.23405
2258,-1,2,12.3944
2258,-1,3,28.2379
2258,-1,4,29.828
2258,-1,5,34.0978
2258,-1,6,37.326
2258,-1,7,37.6275
2259,1,0,2.75805
2259,1,1,5.67315
2259,1,2,6.40192
2259,1,3,12.723
2259,1,4,14.6064
2259,1,5,22.8322
2259,1,6,25.6131
2259,1,7,29.507
2259,1,8,33.1699
2259,1,9,33.4847
2259,-1,0,6.72821
2259,-1,1,8.23405
2259,-1,2,12.3944
2259,-1,3,28.2379
2259,-1,4,29.828
2259,-1,5,34.0978
2259,-1,6,37.326
2259,-1,7,37.6275
2260,1,0,2.75805
2260,1,1,5.6588
2260,1,2,6.40192
2260,1,3,12.723
2260,1,4,14.6064
2260,1,5,22.8322
2260,1,6,25.6131
2260,1,7,29.507
2260,1,8,33.1699
2260,1,9,33.4847
2260,-1,0,6.72821
2260,-1,1,8.23405
2260,-1,2,12.3944
2260,-1,3,28.2379
2260,-1,4,29.828
2260,-1,5,34.0978
2260,-1,6,37.326
2260,-1,7,37.6275
2261,1,0,2.75805
2261,1,1,5.6588
2261,1,2,6.40192
2261,1,3,12.723
2261,1,4,14.6064
2261,1,5,22.8322
2261,1,6,25.6131
2261,1,7,29.507
2261,1,8,33.1699
2261,1,9,33.4847
2261,-1,0,6.72821
2261,-1,1,8.23405
2261,-1,2,12.3944
2261,-1,3,28.2379
2261,-1,4,29.828
2261,-1,5,34.0978
2261,-1,6,37.326
2261,-1,7,37.6275
2262,1,0,2.75805
2262,1,1,5.6588
2262,1,2,6.40192
2262,1,3,12.723
2262,1,4,14.6064
2262,1,5,22.8322
2262,1,6,25.6131
2262,1,7,29.507
2262,1,8,33.1699
2262,1,9,33.4847
2262,-1,0,6.72821
2262,-1,1,8.23405
2262,-1,2,12.3944
2262,-1,3,28.2379
2262,-1,4,29.828
2262,-1,5,34.0978
2262,-1,6,37.326
2262,-1,7,37.6275
2263,1,0,2.75805
2263,1,1,5.6588
2263,1,2,6.40192
2263,1,3,12.723
2263,1,4,14.4963
2263,1,5,22.8322
2263,1,6,25.6131
2263,1,7,29.507
2263,1,8,33.1699
2263,1,9,33.4847
2263,-1,0,6.72821
2263,-1,1,8.23405
2263,-1,2,12.3944
2263,-1,3,28.2379
2263,-1,4,29.828
2263,-1,5,34.0978
2263,-1,6,37.326
2263,-1,7,37.6275
2264,1,0,2.75805
2264,1,1,5.6588
2264,1,2,6.40192
2264,1,3,12.723
2264,1,4,14.4963
2264,1,5,22.8322
2264,1,6,25.6131
2264,1,7,29.507
2264,1,8,33.1699
2264,1,9,33.4847
2264,-1,0,6.72821
2264,-1,1,8.23405
2264,-1,2,12.3616
2264,-1,3,28.2379
2264,-1,4,29.828
2264,-1,5,34.0978
2264,-1,6,37.326
2264,-1,7,37.6275
2265,1,0,2.75805
2265,1,1,5.6588
2265,1,2,6.40192
2265,1,3,12.723
2265,1,4,14.4963
2265,1,5,22.8322
2265,1,6,25.6131
2265,1,7,29.507
2265,1,8,33.1699
2265,1,9,33.4847
2265,-1,0,6.72821
2265,-1,1,8.23405
2265,-1,2,12.3616
2265,-1,3,28.2379
2265,-1,4,29.828
2265,-1,5,34.0978
2265,-1,6,37.326
2265,-1,7,37.6275
2266,1,0,2.75805
2266,1,1,5.6588
2266,1,2,6.40192
2266,1,3,12.723
2266,1,4,14.4963
2266,1,5,22.8322
2266,1,6,25.6131
2266,1,7,29.507
2266,1,8,33.1699
2266,1,9,33.4847
2266,-1,0,6.72821
2266,-1,1,8.23405
2266,-1,2,12.3616
2266,-1,3,28.2379
2266,-1,4,29.828
2266,-1,5,34.0978
2266,-1,6,37.326
2266,-1,7,37.6275
2267,1,0,2.75805
2267,1,1,5.6588
2267,1,2,6.40192
2267,1,3,12.723
2267,1,4,14.4963
2267,1,5,22.8322
2267,1,6,25.6131
2267,1,7,29.507
2267,1,8,33.1699
2267,1,9,33.4847
2267,-1,0,6.72821
2267,-1,1,8.23405
2267,-1,2,12.3616
2267,-1,3,28.2379
2267,-1,4,29.828
2267,-1,5,34.0978
2267,-1,6,37.326
2267,-1,7,37.6275
2268,1,0,2.75805
2268,1,1,5.6588
2268,1,2,6.40192
2268,1,3,12.723
2268,1,4,14.4963
2268,1,5,22.8322
2268,1,6,25.6131
2268,1,7,29.507
2268,1,8,33.1699
2268,1,9,33.4847
2268,-1,0,6.72821
2268,-1,1,8.23405
2268,-1,2,12.3616
2268,-1,3,28.2379
2268,-1,4,29.828
2268,-1,5,34.0978
2268,-1,6,37.326
2268,-1,7,37.6275
2269,1,0,2.75805
2269,1,1,5.6588
2269,1,2,6.40192
2269,1,3,12.723
2269,1,4,14.4963
2269,1,5,22.8322
2269,1,6,25.6131
2269,1,7,29.507
2269,1,8,33.1699
2269,1,9,33.4847
2269,-1,0,6.72821
2269,-1,1,8.23405
2269,-1,2,12.3616
2269,-1,3,28.2379
2269,-1,4,29.828
2269,-1,5,34.0978
2269,-1,6,37.326
2269,-1,7,37.6275
2270,1,0,2.75805
2270,1,1,5.6588
2270,1,2,6.40192
2270,1,3,12.723
2270,1,4,14.4963
2270,1,5,22.8322
2270,1,6,25.6131
2270,1,7,29.507
2270,1,8,33.1699
2270,1,9,33.4847
2270,-1,0,6.72821
2270,-1,1,8.23405
2270,-1,2,12.3616
2270,-1,3,28.2379
2270,-1,4,29.828
2270,-1,5,34.0978
2270,-1,6,37.326
2270,-1,7,37.6275
2271,1,0,2.75805
2271,1,1,5.6588
2271,1,2,6.40192
2271,1,3,12.723
2271,1,4,14.4963
2271,1,5,22.8322
2271,1,6,25.6131
2271,1,7,29.507
2271,1,8,33.1699
2271,1,9,33.4847
2271,-1,0,6.72821
2271,-1,1,8.23405
2271,-1,2,12.3616
2271,-1,3,28.2379
2271,-1,4,29.828
2271,-1,5,34.0978
2271,-1,6,37.326
2271,-1,7,37.6275
2272,1,0,2.75805
2272,1,1,5.6588
2272,1,2,6.40192
2272,1,3,12.723
2272,1,4,14.4963
2272,1,5,22.8322
2272,1,6,25.6131
2272,1,7,29.507
2272,1,8,33.1699
2272,1,9,33.4847
2272,-1,0,6.72821
2272,-1,1,8.23405
2272,-1,2,12.3616
2272,-1,3,28.2379
2272,-1,4,29.828
2272,-1,5,34.0978
2272,-1,6,37.326
2272,-1,7,37.6275
2273,1,0,2.75805
2273,1,1,5.6588
2273,1,2,6.40192
2273,1,3,12.723
2273,1,4,14.4963
2273,1,5,22.8322
2273,1,6,25.6131
2273,1,7,29.507
2273,1,8,33.1699
2273,1,9,33.4847
2273,-1,0,6.72821
2273,-1,1,8.23405
2273,-1,2,12.3616
2273,-1,3,28.2379
2273,-1,4,29.828
2273,-1,5,34.0978
2273,-1,6,37.326
2273,-1,7,37.6275
2274,1,0,2.75805
2274,1,1,5.6588
2274,1,2,6.40192
2274,1,3,12.723
2274,1,4,14.4963
2274,1,5,22.8322
2274,1,6,25.6131
2274,1,7,29.507
2274,1,8,33.1699
2274,1,9,33.4847
2274,-1,0,6.72821
2274,-1,1,8.23405
2274,-1,2,12.3616
2274,-1,3,28.2379
2274,-1,4,29.828
2274,-1,5,34.0978
2274,-1,6,37.326
2274,-1,7,37.6275
2275,1,0,2.75805
2275,1,1,5.6588
2275,1,2,6.40192
2275,1,3,12.723
2275,1,4,14.4963
2275,1,5,22.8322
2275,1,6,25.6131
2275,1,7,29.507
2275,1,8,33.1699
2275,1,9,33.4847
2275,-1,0,6.72821
2275,-1,1,8.23405
2275,-1,2,12.3616
2275,-1,3,28.2379
2275,-1,4,29.828
2275,-1,5,34.0978
2275,-1,6,37.326
2275,-1,7,37.6275
2276,1,0,2.75805
2276,1,1,5.6588
2276,1,2,6.40192
2276,1,3,12.723
2276,1,4,14.4963
2276,1,5,22.8322
2276,1,6,25.6131
2276,1,7,29.507
2276,1,8,33.1699
2276,1,9,33.4847
2276,-1,0,6.72821
2276,-1,1,8.23405
2276,-1,2,12.3616
2276,-1,3,28.2379
2276,-1,4,29.828
2276,-1,5,34.0978
2276,-1,6,37.326
2276,-1,7,37.6275
2277,1,0,2.75805
2277,1,1,5.6588
2277,1,2,6.40192
2277,1,3,12.723
2277,1,4,14.4963
2277,1,5,22.8322
2277,1,6,25.6131
2277,1,7,29.507
2277,1,8,33.1699
2277,1,9,33.4847
2277,-1,0,6.72821
2277,-1,1,8.23405
2277,-1,2,12.3616
2277,-1,3,28.2379
2277,-1,4,29.828
2277,-1,5,34.0978
2277,-1,6,37.326
2277,-1,7,37.6275
2278,1,0,2.75805
2278,1,1,5.6588
2278,1,2,6.40192
2278,1,3,12.723
2278,1,4,14.4963
2278,1,5,22.8322
2278,1,6,25.6131
2278,1,7,29.507
2278,1,8,33.1699
2278,1,9,33.4847
2278,-1,0,6.72821
2278,-1,1,8.23405
2278,-1,2,12.3616
2278,-1,3,28.2379
2278,-1,4,29.828
2278,-1,5,34.0978
2278,-1,6,37.326
2278,-1,7,37.6275
2279,1,0,2.75805
2279,1,1,5.6588
2279,1,2,6.40192
2279,1,3,12.723
2279,1,4,14.4963
2279,1,5,22.8322
2279,1,6,25.6131
2279,1,7,29.507
2279,1,8,33.1699
2279,1,9,33.4847
2279,-1,0,6.72821
2279,-1,1,8.23405
2279,-1,2,12.3616
2279,-1,3,28.2379
2279,-1,4,29.828
2279,-1,5,34.0978
2279,-1,6,37.326
2279,-1,7,37.6275
2280,1,0,2.75805
2280,1,1,5.6588
2280,1,2,6.40192
2280,1,3,12.723
2280,1,4,14.4963
2280,1,5,22.8322
2280,1,6,25.6131
2280,1,7,29.507
2280,1,8,33.1699
2280,1,9,33.4847
2280,-1,0,6.72821
2280,-1,1,8.23405
2280,-1,2,12.3616
2280,-1,3,28.2379
2280,-1,4,29.828
2280,-1,5,34.0978
2280,-1,6,37.326
2280,-1,7,37.6275
2281,1,0,2.75805
2281,1,1,5.6588
2281,1,2,6.40192
2281,1,3,12.723
2281,1,4,14.4963
2281,1,5,22.8322
2281,1,6,25.6131
2281,1,7,29.507
2281,1,8,33.1699
2281,1,9,33.4847
2281,-1,0,6.72946
2281,-1,1,8.23405
2281,-1,2,12.3616
2281,-1,3,28.2379
2281,-1,4,29.828
2281,-1,5,34.0978
2281,-1,6,37.326
2281,-1,7,37.6275
2282,1,0,2.76842
2282,1,1,5.6588
2282,1,2,6.40192
2282,1,3,12.723
2282,1,4,14.4963
2282,1,5,22.8322
2282,1,6,25.6131
2282,1,7,29.507
2282,1,8,33.1699
2282,1,9,33.4847
2282,-1,0,6.72946
2282,-1,1,8.23405
2282,-1,2,12.3616
2282,-1,3,28.2379
2282,-1,4,29.828
2282,-1,5,34.0978
2282,-1,6,37.326
2282,-1,7,37.6275
2283,1,0,2.76842
2283,1,1,5.6588
2283,1,2,6.40192
2283,1,3,12.723
2283,1,4,14.4963
2283,1,5,22.7491
2283,1,6,25.6131
2283,1,7,29.507
2283,1,8,33.1699
2283,1,9,33.4847
2283,-1,0,6.72946
2283,-1,1,8.23405
2283,-1,2,12.3616
2283,-1,3,28.2379
2283,-1,4,29.828
2283,-1,5,34.0978
2283,-1,6,37.326
2283,-1,7,37.6275
2284,1,0,2.76842
2284,1,1,5.6588
2284,1,2,6.40192
2284,1,3,12.723
2284,1,4,14.4963
2284,1,5,22.7491
2284,1,6,25.6131
2284,1,7,29.507
2284,1,8,33.1699
2284,1,9,33.4847
2284,-1,0,6.72946
2284,-1,1,8.23405
2284,-1,2,12.3616
2284,-1,3,28.2379
2284,-1,4,29.828
2284,-1,5,34.0978
2284,-1,6,37.326
2284,-1,7,37.6275
2285,1,0,2.76842
2285,1,1,5.6588
2285,1,2,6.40192
2285,1,3,12.723
2285,1,4,14.4963
2285,1,5,22.7491
2285,1,6,25.6131
2285,1,7,29.507
2285,1,8,33.1699
2285,1,9,33.4847
2285,-1,0,6.72946
2285,-1,1,8.23405
2285,-1,2,12.3616
2285,-1,3,28.2379
2285,-1,4,29.828
2285,-1,5,34.0978
2285,-1,6,37.326
2285,-1,7,37.6275
2286,1,0,2.76842
2286,1,1,5.6588
2286,1,2,6.40192
2286,1,3,12.723
2286,1,4,14.4963
2286,1,5,22.7491
2286,1,6,25.6131
2286,1,7,29.507
2286,1,8,33.1699
2286,1,9,33.4847
2286,-1,0,6.72946
2286,-1,1,8.23405
2286,-1,2,12.3616
2286,-1,3,28.2379
2286,-1,4,29.828
2286,-1,5,34.0978
2286,-1,6,37.326
2286,-1,7,37.6275
2287,1,0,2.76842
2287,1,1,5.6588
2287,1,2,6.40192
2287,1,3,12.723
2287,1,4,14.4963
2287,1,5,22.7491
2287,1,6,25.6131
2287,1,7,29.507
2287,1,8,33.1699
2287,1,9,33.4847
2287,-1,0,6.72946
2287,-1,1,8.23405
2287,-1,2,12.3616
2287,-1,3,28.2379
2287,-1,4,29.828
2287,-1,5,34.0978
2287,-1,6,37.326
2287,-1,7,37.6275
2288,1,0,2.76842
2288,1,1,5.6588
2288,1,2,6.40192
2288,1,3,12.723
2288,1,4,14.4963
2288,1,5,22.7491
2288,1,6,25.6131
2288,1,7,29.507
2288,1,8,33.1699
2288,1,9,33.4847
2288,-1,0,6.72946
2288,-1,1,8.23405
2288,-1,2,12.3616
2288,-1,3,28.2379
2288,-1,4,29.8372
2288,-1,5,34.0978
2288,-1,6,37.326
2288,-1,7,37.6275
2289,1,0,2.76842
2289,1,1,5.6588
2289,1,2,6.40192
2289,1,3,12.723
2289,1,4,14.4963
2289,1,5,22.7491
2289,1,6,25.6131
2289,1,7,29.507
2289,1,8,33.1699
2289,1,9,33.4847
2289,-1,0,6.72946
2289,-1,1,8.23405
2289,-1,2,12.3616
2289,-1,3,28.2379
2289,-1,4,29.8372
2289,-1,5,34.0978
2289,-1,6,37.326
2289,-1,7,37.6275
2290,1,0,2.76842
2290,1,1,5.6588
2290,1,2,6.40192
2290,1,3,12.723
2290,1,4,14.4963
2290,1,5,22.7491
2290,1,6,25.6131
2290,1,7,29.507
2290,1,8,33.1699
2290,1,9,33.4847
2290,-1,0,6.72946
2290,-1,1,8.23405
2290,-1,2,12.3616
2290,-1,3,28.2379
2290,-1,4,29.8372
2290,-1,5,34.0978
2290,-1,6,37.326
